P,27-12-2017,07:33:52
P,27-12-2017,12:05:28
P,25-12-2017,09:40:38
P,24-12-2017,02:16:15
P,23-12-2017,10:26:17
P,23-12-2017,03:05:50
P,22-12-2017,11:35:51
P,20-12-2017,03:17:04
P,19-12-2017,05:39:04
P,19-12-2017,10:15:10
P,18-12-2017,04:05:59
P,16-12-2017,11:27:53
P,14-12-2017,03:09:52
P,12-12-2017,06:30:30
P,10-12-2017,02:51:46
P,09-12-2017,01:07:01
P,06-12-2017,03:10:23
P,04-12-2017,02:07:04
P,03-12-2017,03:10:15
P,03-12-2017,12:27:55
P,01-12-2017,04:05:05
P,30-11-2017,01:50:52
P,28-11-2017,11:09:11
P,27-11-2017,04:35:58
P,26-11-2017,01:36:53
P,26-11-2017,03:41:51
P,24-11-2017,11:50:46
P,23-11-2017,04:40:19
P,22-11-2017,03:53:53
P,21-11-2017,01:27:15
P,20-11-2017,09:24:16
P,19-11-2017,02:10:50
P,18-11-2017,09:52:03
P,17-11-2017,02:26:53
P,16-11-2017,03:21:42
P,15-11-2017,01:40:43
P,14-11-2017,09:10:45
P,13-11-2017,08:04:40
P,12-11-2017,01:42:22
P,12-11-2017,12:07:39
P,09-11-2017,02:28:06
P,09-11-2017,09:14:02
P,08-11-2017,07:27:00
P,08-11-2017,10:31:24
P,07-11-2017,11:18:36
P,06-11-2017,11:19:57
P,05-11-2017,04:19:24
P,04-11-2017,11:31:27
P,03-11-2017,10:52:27
P,02-11-2017,02:46:15
P,01-11-2017,06:05:10
P,31-10-2017,07:10:03
P,31-10-2017,03:37:33
P,31-10-2017,11:18:36
P,30-10-2017,05:39:12
P,29-10-2017,02:19:19
P,28-10-2017,03:44:09
P,27-10-2017,05:18:02
P,26-10-2017,03:46:13
P,26-10-2017,12:07:07
P,25-10-2017,07:32:06
P,25-10-2017,01:37:36
P,23-10-2017,05:05:29
P,22-10-2017,02:10:49
P,21-10-2017,04:43:07
P,20-10-2017,05:58:33
P,20-10-2017,08:58:24
P,19-10-2017,07:00:04
P,17-10-2017,05:27:39
P,16-10-2017,09:33:01
P,15-10-2017,09:42:53
P,14-10-2017,04:43:42
P,12-10-2017,01:19:54
P,11-10-2017,11:06:39
P,10-10-2017,05:03:55
P,10-10-2017,11:51:45
P,08-10-2017,03:53:29
P,08-10-2017,10:23:51
P,08-10-2017,08:26:07
P,06-10-2017,11:54:23
P,06-10-2017,09:34:32
P,04-10-2017,01:25:41
P,03-10-2017,08:45:39
P,02-10-2017,11:47:37
P,01-10-2017,07:01:44
P,01-10-2017,10:15:47
P,30-09-2017,08:26:25
P,30-09-2017,03:55:28
P,29-09-2017,06:24:42
P,28-09-2017,02:00:53
P,26-09-2017,01:40:45
P,26-09-2017,09:10:27
P,25-09-2017,05:41:39
P,25-09-2017,09:32:26
P,24-09-2017,09:13:41
P,22-09-2017,05:33:40
P,21-09-2017,01:14:23
P,20-09-2017,11:19:11
P,19-09-2017,04:56:41
P,18-09-2017,11:01:07
P,17-09-2017,10:55:38
P,16-09-2017,09:41:16
P,15-09-2017,05:14:11
P,14-09-2017,08:45:31
P,14-09-2017,08:55:27
P,13-09-2017,06:08:36
P,13-09-2017,03:25:51
P,12-09-2017,03:26:48
P,11-09-2017,10:39:54
P,11-09-2017,01:59:24
P,10-09-2017,09:57:39
P,09-09-2017,11:04:27
P,07-09-2017,01:37:30
P,06-09-2017,04:58:32
P,06-09-2017,10:42:33
P,05-09-2017,08:44:25
P,05-09-2017,07:11:46
P,04-09-2017,11:38:34
P,03-09-2017,10:07:28
P,02-09-2017,10:26:14
P,02-09-2017,12:14:34
P,01-09-2017,11:55:31
P,31-08-2017,10:25:26
P,31-08-2017,12:54:10
P,30-08-2017,01:53:43
P,29-08-2017,05:49:23
P,29-08-2017,03:31:30
P,28-08-2017,06:46:50
P,28-08-2017,01:18:34
P,27-08-2017,02:02:40
P,26-08-2017,04:20:17
P,25-08-2017,04:41:22
P,25-08-2017,10:17:53
P,24-08-2017,03:12:45
P,23-08-2017,03:00:02
P,22-08-2017,06:46:01
P,21-08-2017,10:15:57
P,21-08-2017,08:52:25
P,20-08-2017,12:02:20
P,19-08-2017,11:33:02
P,18-08-2017,11:06:55
P,18-08-2017,08:37:00
P,17-08-2017,04:05:45
P,17-08-2017,11:49:04
P,16-08-2017,02:17:18
P,15-08-2017,05:09:07
P,15-08-2017,02:11:21
P,14-08-2017,07:43:15
P,13-08-2017,02:13:43
P,11-08-2017,11:48:35
P,10-08-2017,11:48:29
P,09-08-2017,11:53:32
P,08-08-2017,08:42:03
P,07-08-2017,11:34:49
P,06-08-2017,11:15:39
P,05-08-2017,01:53:50
P,04-08-2017,02:28:25
P,03-08-2017,11:32:44
P,02-08-2017,06:01:04
P,02-08-2017,12:52:45
P,01-08-2017,12:38:21
P,30-07-2017,04:49:53
P,30-07-2017,10:29:45
P,29-07-2017,05:28:05
P,29-07-2017,12:31:51
P,28-07-2017,04:03:31
P,27-07-2017,04:01:03
P,26-07-2017,02:20:52
P,25-07-2017,02:34:01
P,24-07-2017,09:20:14
P,23-07-2017,05:09:28
P,23-07-2017,02:47:47
P,23-07-2017,12:05:16
P,22-07-2017,01:25:24
P,21-07-2017,09:25:02
P,21-07-2017,01:43:06
P,20-07-2017,12:21:32
P,19-07-2017,06:16:44
P,18-07-2017,05:15:38
P,17-07-2017,03:14:16
P,16-07-2017,06:21:42
P,15-07-2017,08:59:26
P,15-07-2017,05:52:40
P,15-07-2017,09:38:10
P,14-07-2017,11:06:11
P,13-07-2017,11:36:55
P,12-07-2017,05:10:37
P,11-07-2017,05:33:11
P,10-07-2017,03:11:21
P,09-07-2017,04:38:17
P,08-07-2017,07:36:43
P,08-07-2017,01:39:23
P,07-07-2017,10:10:47
P,07-07-2017,08:48:37
P,07-07-2017,12:05:31
P,06-07-2017,02:40:40
P,05-07-2017,08:42:52
P,04-07-2017,03:32:34
P,02-07-2017,09:42:11
P,01-07-2017,12:13:13
P,30-06-2017,07:58:11
P,29-06-2017,02:01:11
P,28-06-2017,01:09:37
P,27-06-2017,03:33:58
P,26-06-2017,11:25:39
P,25-06-2017,11:18:00
P,25-06-2017,01:32:08
P,23-06-2017,03:47:16
P,22-06-2017,03:29:52
P,21-06-2017,12:17:26
P,20-06-2017,06:03:11
P,19-06-2017,11:20:24
P,18-06-2017,11:45:56
P,18-06-2017,08:29:45
P,16-06-2017,10:24:39
P,15-06-2017,01:49:54
P,14-06-2017,03:49:40
P,13-06-2017,01:54:45
P,12-06-2017,10:18:04
P,11-06-2017,11:03:49
P,10-06-2017,12:54:49
P,10-06-2017,07:54:46
P,09-06-2017,12:09:20
P,07-06-2017,01:46:48
P,06-06-2017,11:43:02
P,06-06-2017,09:13:04
P,05-06-2017,03:44:27
P,04-06-2017,11:17:55
P,04-06-2017,12:17:51
P,03-06-2017,03:47:18
P,02-06-2017,10:09:45
P,01-06-2017,11:03:40
P,31-05-2017,12:35:37
P,30-05-2017,08:51:01
P,28-05-2017,01:21:30
P,27-05-2017,02:33:30
P,27-05-2017,08:19:46
P,25-05-2017,08:36:23
P,24-05-2017,10:13:26
P,23-05-2017,11:45:55
P,22-05-2017,11:03:43
P,21-05-2017,04:45:50
P,20-05-2017,11:40:25
P,20-05-2017,09:01:49
P,18-05-2017,01:25:14
P,17-05-2017,11:29:48
P,16-05-2017,05:45:33
P,15-05-2017,03:41:26
P,13-05-2017,06:46:35
P,11-05-2017,10:43:48
P,10-05-2017,10:49:49
P,10-05-2017,02:27:06
P,08-05-2017,04:33:30
P,07-05-2017,12:29:26
P,07-05-2017,10:49:05
P,06-05-2017,01:00:45
P,05-05-2017,10:13:03
P,05-05-2017,04:17:22
P,05-05-2017,09:12:54
P,03-05-2017,11:56:06
P,02-05-2017,02:15:02
P,01-05-2017,04:12:08
P,30-04-2017,03:07:08
P,30-04-2017,09:27:49
P,29-04-2017,10:06:32
P,28-04-2017,09:36:00
P,27-04-2017,03:05:52
P,26-04-2017,05:46:40
P,25-04-2017,10:19:21
P,24-04-2017,09:54:21
P,23-04-2017,03:37:38
P,22-04-2017,03:38:39
P,22-04-2017,10:04:07
P,20-04-2017,09:35:13
P,19-04-2017,11:06:42
P,18-04-2017,12:26:42
P,17-04-2017,10:50:29
P,15-04-2017,12:02:03
P,14-04-2017,02:15:14
P,12-04-2017,01:26:59
P,11-04-2017,11:13:37
P,10-04-2017,02:50:32
P,09-04-2017,11:49:07
P,08-04-2017,11:05:57
P,08-04-2017,08:07:35
P,07-04-2017,02:40:23
P,06-04-2017,10:14:41
P,05-04-2017,01:52:28
P,03-04-2017,01:10:50
P,02-04-2017,04:16:52
P,01-04-2017,01:32:42
P,31-03-2017,04:59:25
P,29-03-2017,10:26:25
P,28-03-2017,03:51:49
P,27-03-2017,10:07:53
P,26-03-2017,09:34:32
P,25-03-2017,05:46:51
P,24-03-2017,06:22:02
P,24-03-2017,11:27:10
P,23-03-2017,10:56:25
P,22-03-2017,05:20:45
P,22-03-2017,12:13:25
P,19-03-2017,09:41:04
P,18-03-2017,02:03:52
P,15-03-2017,12:26:51
P,14-03-2017,10:41:38
P,13-03-2017,10:01:48
P,09-03-2017,04:41:01
P,09-03-2017,12:40:59
P,08-03-2017,11:52:44
P,08-03-2017,10:49:48
P,07-03-2017,10:42:36
P,06-03-2017,10:03:53
P,05-03-2017,05:07:33
P,04-03-2017,11:29:46
P,03-03-2017,07:47:44
P,02-03-2017,09:42:41
P,01-03-2017,10:19:35
P,28-02-2017,09:39:24
P,26-02-2017,02:23:38
P,25-02-2017,03:21:57
P,24-02-2017,09:50:47
P,23-02-2017,10:19:56
P,22-02-2017,03:41:18
P,22-02-2017,11:07:00
P,21-02-2017,06:20:56
P,19-02-2017,03:16:49
P,18-02-2017,12:22:49
P,17-02-2017,08:27:08
P,16-02-2017,08:06:47
P,15-02-2017,05:15:22
P,15-02-2017,12:39:16
P,14-02-2017,01:29:36
P,14-02-2017,10:29:34
P,12-02-2017,11:47:02
P,12-02-2017,08:57:06
P,11-02-2017,02:30:34
P,10-02-2017,11:37:32
P,09-02-2017,03:09:56
P,08-02-2017,02:52:36
P,08-02-2017,10:14:53
P,07-02-2017,10:50:45
P,05-02-2017,09:15:06
P,05-02-2017,12:54:54
P,03-02-2017,11:36:16
P,03-02-2017,10:29:09
P,01-02-2017,11:11:33
P,31-01-2017,01:58:12
P,30-01-2017,02:14:58
P,29-01-2017,10:41:17
P,28-01-2017,02:38:04
P,27-01-2017,08:57:16
P,26-01-2017,10:58:40
P,26-01-2017,09:59:19
P,25-01-2017,12:39:26
P,24-01-2017,04:42:32
P,24-01-2017,12:08:28
P,23-01-2017,04:25:20
P,22-01-2017,11:00:12
P,21-01-2017,03:26:45
P,20-01-2017,10:09:41
P,18-01-2017,09:13:04
P,17-01-2017,12:39:31
P,17-01-2017,08:01:14
P,16-01-2017,01:31:39
P,16-01-2017,10:29:24
P,15-01-2017,06:18:24
P,15-01-2017,09:27:44
P,14-01-2017,10:12:21
P,13-01-2017,11:58:50
P,12-01-2017,08:36:28
P,11-01-2017,10:49:18
